dataset,selector,cell,scope,role,count,joint_objective,log_qty_mse,qty_mae,qty_rmse,time_nll
yellow_trip_hourly,body,mlp_log_mse,overall,candidate,8268,1.5582973898347687,0.19186714379922226,41.157661069272855,136.82089514040663,1.3664302460355464
yellow_trip_hourly,body,mlp_log_mse,p50_p90,baseline,3138,1.1835635593476028,0.2009468643817905,29.040303251255537,57.79490369416977,0.9826166949658124
yellow_trip_hourly,body,mlp_log_mse,p50_p90,candidate,3138,1.1702008408902824,0.1875841459244701,30.041568745694548,63.017601088858015,0.9826166949658124
yellow_trip_hourly,body,mlp_log_mse,p90_p95,baseline,386,1.0828745545139982,0.10499748411052855,221.5866925333448,275.9644557378366,0.9778770704034696
yellow_trip_hourly,body,mlp_log_mse,p90_p95,candidate,386,1.0611880095414878,0.0833109391380183,203.67905082109678,267.8774930414713,0.9778770704034696
yellow_trip_hourly,body,mlp_log_mse,p95_p99,baseline,301,1.0769984783933704,0.09922393239747428,508.75349583419853,603.4106053930429,0.9777745459958961
yellow_trip_hourly,body,mlp_log_mse,p95_p99,candidate,301,1.0329442997732785,0.05516975377738233,356.3136724427689,464.46124444399777,0.9777745459958961
yellow_trip_hourly,body,mlp_log_mse,tail_gt_p95,baseline,380,1.0793264498694748,0.10154850403099844,645.4503109580592,782.3083565444399,0.9777779458384764
yellow_trip_hourly,body,mlp_log_mse,tail_gt_p95,candidate,380,1.0295624169858983,0.0517844711474218,423.21412706877055,549.0850606676967,0.9777779458384764
yellow_trip_hourly,joint,mlp_raw_mae,body_le_p95,baseline,7888,1.580643176867957,0.19548982306429638,23.167407269833294,71.13696448202782,1.3851533538036607
yellow_trip_hourly,joint,mlp_raw_mae,body_le_p95,candidate,7888,1.5776560620733018,0.19250270826964103,23.134174391619755,74.51127358649316,1.3851533538036607
yellow_trip_hourly,joint,mlp_raw_mae,gt_p99,baseline,79,1.0881963158733672,0.11040541620429935,1166.282479974288,1247.6154806872075,0.9777908996690677
